Name,Platform,Global_Sales
NBA Ballers,PS2,1.66
Saints Row IV,X360,1.66
NBA Live 2003,PS2,1.66
LEGO Batman 2: DC Super Heroes,X360,1.66
Dragon Ball Z: Budokai Tenkaichi,PS2,1.66
Dark Souls III,PS4,1.65
Kirby's Return to Dreamland,Wii,1.65
Mario Party 6,GC,1.65
Star Wars The Clone Wars: Lightsaber Duels,Wii,1.65
Need for Speed Carbon,X360,1.65
Heavenly Sword,PS3,1.65
MySims,Wii,1.65
Army of Two,X360,1.64
Tiger Woods PGA Tour 2003,PS2,1.64
Prince of Persia: Warrior Within,PS2,1.64
Far Cry 4,XOne,1.63
ESPN NFL 2K5,XB,1.63
Beyond: Two Souls,PS3,1.63
Pikmin,GC,1.63
Tiger Woods PGA Tour 2004,PS2,1.63
Call of Duty: Black Ops,PC,1.63
Ape Escape,PS,1.63
NCAA Football 2005,PS2,1.62
Max Payne 3,X360,1.62
Viva Pinata,X360,1.62
Kinectimals,X360,1.62
Kirby Air Ride,GC,1.62
LEGO Marvel Super Heroes,PS4,1.62
Rock Band,PS3,1.62
Dragon Quest IV: Chapters of the Chosen,DS,1.62
NFL Street 2,PS2,1.61
Super Mario Strikers,GC,1.61
Rage,X360,1.6
Mario Hoops 3 on 3,DS,1.6
Just Cause 2,X360,1.6
Silent Hill,PS,1.6
Sonic Heroes,GC,1.6
ESPN NBA 2K5,PS2,1.59
Diablo,PC,1.59
Far Cry 2,X360,1.59
The Legend of Zelda: Twilight Princess,GC,1.59
Pro Evolution Soccer 2008,PS3,1.59
Pokemon Battle Revolution,Wii,1.58
Kingdom Hearts 3D: Dream Drop Distance,3DS,1.58
Dance Dance Revolution: Hottest Party 2,Wii,1.58
SoulCalibur IV,X360,1.58
Sonic Generations,PS3,1.58
Spyro 2: Season of Flame,GBA,1.58
Mario Party 10,WiiU,1.58
Devil May Cry 4,PS3,1.57
Dead Rising 3,XOne,1.57
NCAA Football 2002,PS2,1.57
Gears of War: Judgment,X360,1.57
Watch Dogs,XOne,1.57
Guitar Hero: On Tour Decades,DS,1.57
Madden NFL 15,XOne,1.57
Conflict: Desert Storm,PS2,1.57
Mario Party 7,GC,1.57
Dragon Quest V: Hand of the Heavenly Bride,DS,1.57
Smuggler's Run,PS2,1.56
Fight Night Round 3,PS2,1.56
Need for Speed: Most Wanted,X360,1.56
Carnival Games: Mini Golf,Wii,1.56
Pokemon Mystery Dungeon: Explorers of Sky,DS,1.56
LEGO Pirates of the Caribbean: The Video Game,Wii,1.55
Stuntman,PS2,1.55
Tom Clancy's Rainbow Six 3,XB,1.55
LEGO Harry Potter: Years 1-4,X360,1.55
Spider-Man 2: Enter: Electro,PS,1.55
Guitar Hero 5,Wii,1.55
Wolfenstein: The New Order,PS4,1.55
Mafia II,X360,1.55
BioShock 2,PS3,1.54
Dark Cloud,PS2,1.54
Warcraft III: The Frozen Throne,PC,1.54
Active Life: Outdoor Challenge,Wii,1.54
Tom Clancy's Ghost Recon Advanced Warfighter,X360,1.54
MVP Baseball 2005,PS2,1.54
Uncharted: Golden Abyss,PSV,1.53
Go Vacation,Wii,1.53
Pro Evolution Soccer 2013,PS3,1.53
Dishonored,PS3,1.53
Mario Golf: Toadstool Tour,GC,1.53
Call of Duty: Black Ops II,PC,1.53
Resident Evil: The Umbrella Chronicles,Wii,1.52
The Simpsons Skateboarding,PS2,1.52
Donkey Kong Country: Tropical Freeze,WiiU,1.52
Fight Night Round 4,PS3,1.52
Super Monkey Ball 2,GC,1.52
Pac-Man World 2,PS2,1.51
MySims Kingdom,Wii,1.51
Dead Space 2,X360,1.51
The Simpsons Game,PS2,1.51
The Simpsons Game,DS,1.51
Football Manager 2012,PC,1.51
Ni no Kuni: Wrath of the White Witch,PS3,1.51
SoulCalibur II,GC,1.5
Call of Duty 3,PS3,1.5
Tokyo Xtreme Racer Zero,PS2,1.5
Red Faction II,PS2,1.5
Madden NFL 2001,PS2,1.5
Star Wars: The Force Unleashed II,PS3,1.5
Rock Band 2,PS3,1.49
Final Fantasy: Crystal Chronicles,GC,1.49
Medal of Honor: Frontline,XB,1.49
Madden NFL 09,PS2,1.49
Dead Rising 2,X360,1.49
Mafia II,PS3,1.49
Batman: Arkham Knight,XOne,1.49
Dirge of Cerberus: Final Fantasy VII,PS2,1.48
Sonic Rivals 2,PSP,1.48
Resistance 3,PS3,1.48
Drawn To Life: SpongeBob SquarePants Edition,DS,1.48
007: Quantum of Solace,X360,1.48
Major League Baseball 2K5,PS2,1.48
Fight Night 2004,PS2,1.48
LEGO Star Wars III: The Clone Wars,X360,1.48
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,1.48
Call of Duty Black Ops: Declassified,PSV,1.47
Tom Clancy's Ghost Recon: Future Soldier,X360,1.47
Fight Night Round 3,X360,1.47
Xenogears,PS,1.46
Super Scribblenauts,DS,1.46
Super Monkey Ball,GC,1.46
SoulCalibur IV,PS3,1.46
Mario Superstar Baseball,GC,1.46
Battlefield: Bad Company,X360,1.46
Homefront,X360,1.45
Onimusha 3: Demon Siege,PS2,1.45
Red Dead Revolver,PS2,1.45
Resident Evil: Outbreak,PS2,1.45
Mass Effect 2,PS3,1.45
LEGO Battles: Ninjago,DS,1.45
NBA 2K14,PS4,1.45
SingStar Pop,PS2,1.44
Disney Infinity,X360,1.44
My Word Coach,DS,1.44
Tiger Woods PGA Tour 2005,PS2,1.44
NCAA Football 2003,PS2,1.44
Star Wars: The Force Unleashed II,X360,1.43
Frogger 2: Swampy's Revenge,PS,1.43
WWE SmackDown vs Raw 2008,X360,1.43
Kinect Joy Ride,X360,1.43
Smarty Pants,Wii,1.43
Classic NES Series: Super Mario Bros.,GBA,1.43
Anno 2070,PC,1.43
Hasbro Family Game Night,Wii,1.43
Sonic Rivals,PSP,1.42
BioShock,PS3,1.42
Mass Effect 3,PS3,1.42
Cabela's Big Game Hunter,PS2,1.42
SimCity (2013),PC,1.42
The Legend of Zelda: The Minish Cap,GBA,1.42
NFL Street,PS2,1.42
Dead Space 2,PS3,1.42
Tiger Woods PGA Tour 09 All-Play,Wii,1.42
Metal Gear Rising: Revengeance,PS3,1.42
Rayman Raving Rabbids,Wii,1.42
Dragon Quest Monsters: Joker 2,DS,1.41
UFC Undisputed 2010,PS3,1.41
Medal of Honor: Warfighter,PS3,1.41
Sonic's Ultimate Genesis Collection,X360,1.41
Diablo III,X360,1.41
Twisted Metal: Black,PS2,1.41
NASCAR 2005: Chase for the Cup,PS2,1.41
Fight Night Round 4,X360,1.4
Spider-Man: The Movie,XB,1.4
LEGO Star Wars II: The Original Trilogy,PSP,1.4
Dead Space,X360,1.4
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.4
Ridge Racer,PSP,1.4
Sonic Advance 3,GBA,1.4
Colin McRae Rally 3,PS2,1.4
Forza Horizon 2,XOne,1.4
Madden NFL 2002,PS,1.39
Dynasty Warriors 5,PS2,1.39
Injustice: Gods Among Us,X360,1.38
Far Cry 2,PS3,1.38
Yoshi's New Island,3DS,1.38
True Crime: Streets of LA,XB,1.38
Ryse: Son of Rome,XOne,1.38
Mortal Kombat X,XOne,1.38
Rise of the Tomb Raider,XOne,1.38
Sonic Generations,X360,1.38
Dave Mirra Freestyle BMX 2,PS2,1.38
Bakugan: Battle Brawlers,DS,1.38
LEGO Indiana Jones: The Original Adventures,PS2,1.37
Deus Ex: Human Revolution,X360,1.37
Final Fantasy XII: Revenant Wings,DS,1.37
Call of Duty: Black Ops,Wii,1.37
Deus Ex: Human Revolution,PS3,1.37
Star Wars Knights of the Old Republic II: The Sith Lords,XB,1.37
The Sims 2,PSP,1.37
Dead Rising 2,PS3,1.36
Ridge Racer 7,PS3,1.36
Tom Clancy's Ghost Recon 2,XB,1.36
Need for Speed: The Run,X360,1.36
Crash Bandicoot 2: N-Tranced,GBA,1.36
Titanfall,X360,1.36
Dead to Rights,PS2,1.36
WWE '13,PS3,1.35
Hasbro Family Game Night 2,Wii,1.35
Gardening Mama,DS,1.35
Burnout Paradise,X360,1.35
Middle-Earth: Shadow of Mordor,XOne,1.35
MotorStorm: Pacific Rift,PS3,1.35
Samurai Warriors,PS2,1.35
Battlefield 4,PC,1.35
Gears of War 4,XOne,1.35
FIFA Soccer 08,PSP,1.35
FIFA Soccer 09,PSP,1.35
FIFA Soccer 08,X360,1.35
Test Drive,PS2,1.34
Devil May Cry 4,X360,1.34
Tom Clancy's Rainbow Six: Vegas 2,PS3,1.34
Metroid: Other M,Wii,1.34
Crysis 2,X360,1.34
Chrono Trigger,DS,1.34
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,1.34
Doom 3,XB,1.34
Tom Clancy's Rainbow Six: Siege,XOne,1.34
F1 2010,PS3,1.34
Monster Hunter Freedom,PSP,1.34
Donkey Kong Jungle Beat,GC,1.34
Need for Speed Carbon,PS2,1.34
Lost Planet: Extreme Condition,X360,1.34
Max Payne 2: The Fall of Max Payne,PS2,1.34
Battlefield: Bad Company,PS3,1.34
MVP Baseball 2004,PS2,1.34
Alan Wake,X360,1.33
Metroid Prime 2: Echoes,GC,1.33
Corvette,PS2,1.33
WWE SmackDown vs Raw 2008,PS3,1.33
Skylanders SWAP Force,X360,1.32
Grand Theft Auto: Chinatown Wars,DS,1.32
UFC Undisputed 2010,X360,1.32
World of Warcraft: Wrath of the Lich King,PC,1.32
NFL 2K3,PS2,1.32
Assassin's Creed III: Liberation,PSV,1.32
Your Shape: Fitness Evolved,X360,1.32
Need for Speed Underground Rivals,PSP,1.32
Rage,PS3,1.31
LEGO Harry Potter: Years 1-4,PS3,1.31
Madagascar,PS2,1.31
The Witcher 3: Wild Hunt,XOne,1.31
Turok: Evolution,PS2,1.31
[Prototype],X360,1.31
Burnout 3: Takedown,XB,1.31
The Beatles: Rock Band,X360,1.3
NBA Live 07,PS2,1.3
Yoshi's Woolly World,WiiU,1.3
Skylanders Giants,X360,1.3
SingStar '80s,PS2,1.3
Tekken 6,X360,1.3
Assassin's Creed Syndicate,XOne,1.3
Pokemon Ranger: Guardian Signs,DS,1.29
LEGO Batman: The Videogame,PS3,1.29
Crysis 2,PS3,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,1.29
Namco Museum DS,DS,1.29
Deal or No Deal,Wii,1.29
Transformers,PS2,1.29
Dying Light,XOne,1.29
Fallout 4,PC,1.29
Sonic Colors,DS,1.29
Assassin's Creed: Rogue,PS3,1.29
EA Playground,Wii,1.29
The Elder Scrolls Online,XOne,1.28
Champions of Norrath,PS2,1.28
LEGO Batman: The Videogame,PSP,1.28
Manhunt,PS2,1.28
Need for Speed Carbon,Wii,1.28
Silent Hill 2,PS2,1.28
Castlevania: Symphony of the Night,PS,1.27
Guitar Hero: Aerosmith,Wii,1.27
The LEGO Movie Videogame,X360,1.27
The Sims 2: Nightlife,PC,1.27
Dark Souls II,PS3,1.27
Kid Icarus: Uprising,3DS,1.27
Pokemon Mystery Dungeon: Gates to Infinity,3DS,1.27
LEGO Batman: The Videogame,PS2,1.27
NBA 2K9,X360,1.27
Tony Hawk's Underground,XB,1.27
Metal Gear Solid V: Ground Zeroes,PS4,1.27
.hack//Infection Part 1,PS2,1.27
Jillian Michaels' Fitness Ultimatum 2009,Wii,1.27
Valkyria Chronicles,PS3,1.27
WWE '12,X360,1.27
Sonic Adventure DX: Director's Cut,GC,1.27
Battle Arena Toshinden,PS,1.27
WWE '13,X360,1.27
Final Fantasy X / X-2 HD Remaster,PS3,1.27
Need for Speed Rivals,PS3,1.27
EA Sports Active 2,Wii,1.26
Rockstar Games presents Table Tennis,Wii,1.26
Football Manager 2011,PC,1.26
Tamagotchi Connection: Corner Shop,DS,1.26
Tomb Raider: Underworld,PS3,1.26
LEGO Battles,DS,1.25
NBA Live 2001,PS,1.25
Saints Row IV,PS3,1.25
Star Wars: The Force Unleashed,PS2,1.25
SOCOM: U.S. Navy SEALs Confrontation,PS3,1.25
Need for Speed: Most Wanted,X360,1.25
Pokemon XD: Gale of Darkness,GC,1.25
Black,PS2,1.25
Tom Clancy's Rainbow Six: Vegas,PS3,1.25
LittleBigPlanet PS Vita,PSV,1.25
Pokemon Super Mystery Dungeon,3DS,1.25
RollerCoaster Tycoon 2,PC,1.25
Lara Croft Tomb Raider: The Angel of Darkness,PS2,1.25
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,1.25
Ratchet: Deadlocked,PS2,1.24
Winter Sports: The Ultimate Challenge,Wii,1.24
Baldur's Gate: Dark Alliance,PS2,1.24
Oddworld: Abe's Oddysee,PS,1.24
Ridge Racer V,PS2,1.24
WWE SmackDown vs. Raw 2009,PS2,1.24
LEGO Harry Potter: Years 5-7,Wii,1.24
Star Wars Episode III: Revenge of the Sith,XB,1.24
[Prototype],PS3,1.24
FIFA Street,PS3,1.23
Frogger: The Great Quest,PS2,1.23
Madden NFL 17,XOne,1.23
Ninja Gaiden,XB,1.23
Crash Bandicoot: The Wrath of Cortex,XB,1.23
Driv3r,PS2,1.23
Assassin's Creed: Bloodlines,PSP,1.23
LEGO The Lord of the Rings,X360,1.23
Hyrule Warriors,WiiU,1.23
Donkey Kong Country 2,GBA,1.23
Guitar Hero: Aerosmith,X360,1.23
Need for Speed Carbon,PS3,1.23
Ben 10: Protector of Earth,Wii,1.23
2010 FIFA World Cup South Africa,PS3,1.23
Tales of Xillia,PS3,1.22
Diddy Kong Racing DS,DS,1.22
Mario Power Tennis,GC,1.22
Golden Sun: The Lost Age,GBA,1.22
Max Payne,XB,1.22
NBA 2K2,PS2,1.22
NASCAR Thunder 2003,PS2,1.22
Cars,PS2,1.21
Fuzion Frenzy,XB,1.21
Call of Duty: Finest Hour,XB,1.21
Final Fantasy IV,DS,1.21
Star Wars: Battlefront II,PSP,1.21
Super Street Fighter IV: 3D Edition,3DS,1.21
Sly Cooper and the Thievius Raccoonus,PS2,1.21
WWE 2K16,PS4,1.21
Dino Crisis 2,PS,1.21
Need for Speed Underground,GC,1.21
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,1.21
Medal of Honor: Airborne,PS3,1.21
Battlefield: Hardline,XOne,1.21
Bayonetta,PS3,1.21
Boom Blox,Wii,1.21
The Lord of the Rings: The Fellowship of the Ring,PS2,1.2
The Sims 2: Castaway,Wii,1.2
ATV Offroad Fury 3,PS2,1.2
F1 2011,PS3,1.2
Pikmin 2,GC,1.2
Enter the Matrix,XB,1.2
Cars,PSP,1.2
NHL 2002,PS2,1.2
FIFA Soccer 11,PSP,1.2
The Simpsons: Road Rage,GBA,1.19
LEGO Batman 2: DC Super Heroes,PS3,1.19
Captain Toad: Treasure Tracker,WiiU,1.19
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,1.19
Pro Evolution Soccer 2008,Wii,1.19
Destiny: The Taken King,XOne,1.19
Scarface: The World is Yours,PS2,1.19
Hitman 2: Silent Assassin,XB,1.19
WWE SmackDown vs Raw 2008,PSP,1.19
Spider-Man: The Movie,GC,1.19
Mario vs. Donkey Kong 2: March of the Minis,DS,1.19
Metal Gear Solid: Portable Ops,PSP,1.18
Injustice: Gods Among Us,PS3,1.18
Shenmue,DC,1.18
Just Dance 4,X360,1.18
Tony Hawk's Pro Skater 2,GBA,1.18
One Piece: Pirate Warriors,PS3,1.18
Gun,PS2,1.17
Ty the Tasmanian Tiger,PS2,1.17
Resident Evil: Operation Raccoon City,PS3,1.17
LEGO Indiana Jones: The Original Adventures,PSP,1.17
PokéPark Wii: Pikachu's Adventure,Wii,1.17
WWE '12,PS3,1.17
Cabela's Dangerous Hunts,PS2,1.17
Grand Theft Auto V,PC,1.17
Fallout: New Vegas,PC,1.17
WWE SmackDown vs. Raw 2010,PS3,1.17
Medal of Honor: Rising Sun,XB,1.17
Army of Two,PS3,1.17
Spore,PC,1.17
Mario vs. Donkey Kong,GBA,1.17
LEGO Star Wars III: The Clone Wars,PS3,1.16
Midnight Club 3: DUB Edition Remix,PS2,1.16
Tom Clancy's Ghost Recon: Jungle Storm,PS2,1.16
Bushido Blade,PS,1.16
Mirror's Edge,X360,1.16
Sonic the Hedgehog,PS3,1.16
NASCAR Thunder 2002,PS2,1.16
Your Shape: Fitness Evolved 2012,X360,1.16
FIFA 14,XOne,1.16
Final Fantasy Tactics: The War of the Lions,PSP,1.16
Sniper: Ghost Warrior,X360,1.16
Sonic Rush Adventure,DS,1.15
Worldwide Soccer Manager 2009,PC,1.15
Gauntlet: Dark Legacy,PS2,1.15
Medal of Honor Heroes 2,PSP,1.15
Bad Boys: Miami Takedown,PS2,1.15
Football Manager 2013,PC,1.15
Medal of Honor: Warfighter,X360,1.15
FIFA Soccer 10,PSP,1.15
Donkey Konga,GC,1.15
Call of Duty 4: Modern Warfare,PC,1.15
Tak and the Power of Juju,PS2,1.15
WWE 2K15,PS4,1.15
Tenchu: Wrath of Heaven,PS2,1.14
Shadow of the Colossus,PS2,1.14
Brave Fencer Musashi,PS,1.14
Ninja Gaiden Sigma,PS3,1.14
WWE 2K14,PS3,1.14
Pokemon Rumble Blast,3DS,1.14
007: Quantum of Solace,PS3,1.14
Dance Dance Revolution Extreme 2,PS2,1.14
The Lord of the Rings: The Return of the King,XB,1.14
Hot Shots Golf: Out of Bounds,PS3,1.14
Sunset Overdrive,XOne,1.14
Mobile Suit Gundam: Federation vs. Zeon,PS2,1.14
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,1.14
MechAssault,XB,1.13
Cars,GBA,1.13
Watch Dogs 2,PS4,1.13
LEGO Star Wars III: The Clone Wars,3DS,1.13
Tom Clancy's Rainbow Six 3: Black Arrow,XB,1.13
Mirror's Edge,PS3,1.13
Guitar Hero 5,X360,1.13
Alien: Isolation,PS4,1.13
Fantasy Life,3DS,1.13
SingStar,PS3,1.13
The Legend of Zelda: Tri Force Heroes,3DS,1.12
Supercar Street Challenge,PS2,1.12
Rabbids Go Home,Wii,1.12
ModNation Racers,PS3,1.12
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,1.12
Rocksmith,PS3,1.12
Call Of Duty 2: Big Red One,XB,1.12
Rocksmith,X360,1.12
Guitar Hero 5,PS2,1.12
Worldwide Soccer Manager 2008,PC,1.12
Yakuza 3,PS3,1.12
Persona 4: Golden,PSV,1.12
Spider-Man 2,XB,1.12
Crackdown 2,X360,1.12
The Beatles: Rock Band,PS3,1.12
Dragon Age II,X360,1.11
Counter-Strike,XB,1.11
Guitar Hero Encore: Rocks The 80s,PS2,1.11
Fight Night Champion,PS3,1.11
Rock Band,PS2,1.11
Tom Clancy's Splinter Cell: Chaos Theory,XB,1.11
Pikmin 3,WiiU,1.11
WWE 2K14,X360,1.11
Dragon Ball: XenoVerse,PS4,1.11
Castlevania: Lords of Shadow,PS3,1.1
Plants vs. Zombies,DS,1.1
Tales of Symphonia,GC,1.1
LEGO City Undercover,WiiU,1.1
Need for Speed: ProStreet,Wii,1.1
GRID,PS3,1.1
Medal of Honor: Airborne,X360,1.1
Star Ocean: The Second Story,PS,1.1
NCAA Football 14,X360,1.09
Yakuza 2,PS2,1.09
Guitar Hero 5,PS3,1.09
Dragon Ball Z: The Legacy of Goku II,GBA,1.09
NERF N-Strike,Wii,1.09
NFL 2K1,DC,1.09
Untold Legends: Brotherhood of the Blade,PSP,1.09
Project CARS,PS4,1.09
Madden NFL 2004,XB,1.09
Sonic and the Black Knight,Wii,1.09
The Godfather,PS2,1.09
Sonic Free Riders,X360,1.09
Star Wars: Bounty Hunter,PS2,1.09
WWE SmackDown vs. Raw 2011,PS3,1.09
NCAA Football 13,X360,1.09
Skate 2,X360,1.09
NASCAR Thunder 2004,PS2,1.08
Namco Museum Battle Collection,PSP,1.08
Empire: Total War,PC,1.08
Virtua Fighter 5,PS3,1.08
Dante's Inferno,PS3,1.08
Tom Clancy's Ghost Recon 2,PS2,1.08
Forza Horizon 3,XOne,1.08
Star Wars: The Force Unleashed,PSP,1.08
Dragon Ball Z: Taiketsu,GBA,1.08
Star Fox: Assault,GC,1.08
Plants vs. Zombies: Garden Warfare,X360,1.08
The Simpsons Game,PSP,1.07
LEGO Star Wars II: The Original Trilogy,DS,1.07
Call of Duty 3,PS2,1.07
FIFA Soccer 11,Wii,1.07
Prince of Persia,PS3,1.07
Tomb Raider: Underworld,X360,1.07
Pro Evolution Soccer 2008,X360,1.07
SoulCalibur III,PS2,1.07
Tiger Woods PGA Tour 10,Wii,1.07
World Tour Soccer,PSP,1.07
Naruto: Ultimate Ninja Storm,PS3,1.07
Lightning Returns: Final Fantasy XIII,PS3,1.07
Mortal Kombat: Armageddon,PS2,1.06
Freekstyle,PS2,1.06
Grand Theft Auto: Chinatown Wars,PSP,1.06
Spore Creatures,DS,1.06
The Orange Box,PS3,1.06
DJ Hero,X360,1.06
Bully: Scholarship Edition,X360,1.06
NBA Street V3,PS2,1.06
Hulk,PS2,1.06
Overwatch,XOne,1.06
Aliens vs Predator,X360,1.06
Skylanders Giants,PS3,1.06
Diablo II: Lord of Destruction,PC,1.06
Endless Ocean,Wii,1.06
Spider-Man 2,GBA,1.06
Seek and Destroy,PS2,1.06
Darksiders,X360,1.06
Mercenaries 2: World in Flames,X360,1.06
Warhawk,PS3,1.06
DiRT 3,PS3,1.06
Sega Superstars Tennis,Wii,1.05
DiRT,PS3,1.05
Call of Duty 4: Modern Warfare,DS,1.05
Resident Evil: The Darkside Chronicles,Wii,1.05
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,1.05
NBA 2K3,PS2,1.05
LEGO The Lord of the Rings,PS3,1.05
The Simpsons: Road Rage,XB,1.05
Dave Mirra Freestyle BMX,PS,1.05
EA Sports UFC,PS4,1.05
Forza Motorsport,XB,1.05
Virtua Tennis 3,PS3,1.05
MVP Baseball 2003,PS2,1.04
Legacy of Kain: Soul Reaver,PS,1.04
WWE SmackDown vs. Raw 2010,X360,1.04
Sleeping Dogs,PS3,1.04
Naruto: Clash of Ninja 2,GC,1.04
Dance Dance Revolution SuperNOVA,PS2,1.04
Aliens vs Predator,PS3,1.04
F-Zero: Maximum Velocity,GBA,1.04
Sonic the Hedgehog,X360,1.04
Need for Speed: Most Wanted,XB,1.04
The Simpsons Game,X360,1.03
F1 2012,PS3,1.03
Brink,X360,1.03
MX vs. ATV Unleashed,PS2,1.03
WipEout Pure,PSP,1.03
UFC Undisputed 3,PS3,1.03
LEGO Pirates of the Caribbean: The Video Game,X360,1.03
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,1.03
Super Princess Peach,DS,1.03
Guinness World Records: The Videogame,Wii,1.03
NCAA March Madness 2004,PS2,1.03
The Legend of Zelda: Twilight Princess HD,WiiU,1.03
LEGO Indiana Jones: The Original Adventures,PS3,1.03
Tomb Raider,PC,1.03
Street Fighter Alpha 3,PS,1.03
MySims Agents,Wii,1.03
MotorStorm: Arctic Edge,PSP,1.02
FIFA Soccer 08,Wii,1.02
Tiger Woods PGA Tour 08,Wii,1.02
Dragon Ball Z: Budokai Tenkaichi 3,Wii,1.02
Shrek 2,GC,1.02
NBA 2K17,XOne,1.02
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,1.02
Sonic Unleashed,PS3,1.02
Disney Universe,Wii,1.02
Dance on Broadway,Wii,1.02
LEGO Indiana Jones 2: The Adventure Continues,X360,1.02
Bulletstorm,X360,1.02
Skylanders SWAP Force,PS3,1.02
Madden NFL 07,XB,1.02
Sonic Generations,3DS,1.02
Rock Band 2,Wii,1.02
Harry Potter and the Prisoner of Azkaban,PS2,1.02
Pokemon Conquest,DS,1.02
Wall-E,Wii,1.01
Naruto: Clash of Ninja Revolution,Wii,1.01
Ace Combat 6: Fires of Liberation,X360,1.01
The Simpsons Game,Wii,1.01
Ninja Gaiden II,X360,1.01
Assassin's Creed: Rogue,X360,1.01
Rayman Legends,PS4,1.01
Prince of Persia,X360,1.01
Monster Rancher,PS,1.01
ZombiU,WiiU,1.01
Pokken Tournament,WiiU,1.01
Ford Racing 2,PS2,1
NERF N-Strike Elite,Wii,1
God of War: Ghost of Sparta,PSP,1
SoulCalibur II,XB,1
Dynasty Warriors 3: Xtreme Legends,PS2,1
Rayman Origins,PS3,1
NFL Fever 2002,XB,0.99
Just Dance 2014,X360,0.99
NCAA Football 12,X360,0.99
UFC Undisputed 3,X360,0.99
Kirby: Mass Attack,DS,0.99
Haze,PS3,0.99
Oddworld: Abe's Exoddus,PS,0.99
The Bouncer,PS2,0.99
DiRT 2,PS3,0.99
Guitar Hero: Aerosmith,PS3,0.99
Shadow The Hedgehog,GC,0.99
EyePet,PS3,0.99
Apollo Justice: Ace Attorney,DS,0.99
Ace Combat X: Skies of Deception,PSP,0.99
Dark Souls,X360,0.99
Midnight Club: LA Remix,PSP,0.98
Pro Evolution Soccer 2008,PSP,0.98
FIFA Soccer 10,Wii,0.98
Tales of Graces f,PS3,0.98
Fallout 3,PC,0.98
Mario Party Advance,GBA,0.98
Zoo Tycoon DS,DS,0.98
WWE SmackDown vs Raw 2008,Wii,0.98
Dead Space 3,X360,0.98
Suikoden III,PS2,0.98
Tom Clancy's Splinter Cell: Blacklist,X360,0.98
NBA 2K10,X360,0.97
NCAA Football 06,XB,0.97
Grand Theft Auto: San Andreas,PC,0.97
Madden NFL 08,PS3,0.97
Fire Emblem,GBA,0.97
Brutal Legend,X360,0.97
Disney Infinity,PS3,0.97
NHL 2004,PS2,0.97
Grand Theft Auto: Vice City Stories,PS2,0.97
FIFA Soccer 2005,XB,0.97
Mass Effect 3,PC,0.97
Cars,DS,0.97
Band Hero,Wii,0.97
Skylanders: Spyro's Adventure,X360,0.97
LEGO Harry Potter: Years 5-7,X360,0.97
LEGO Star Wars II: The Original Trilogy,GC,0.97
Medal of Honor: Underground,PS,0.97
Dark Cloud 2,PS2,0.96
Far Cry 3,PC,0.96
Evolve,PS4,0.96
Dead Space 3,PS3,0.96
NHL 2001,PS2,0.96
Farming Simulator 2013,PC,0.96
Guitar Hero: Warriors of Rock,Wii,0.96
de Blob,Wii,0.96
Shinobi,PS2,0.96
Mortal Kombat: Deadly Alliance,XB,0.96
The Witcher 2: Assassins of Kings,PC,0.96
Sniper Elite V2,PS3,0.96
ESPN NBA 2K5,XB,0.95
Gangs of London,PSP,0.95
Mario Tennis Open,3DS,0.95
PilotWings Resort,3DS,0.95
World Championship Poker,PS2,0.95
My Weight Loss Coach,DS,0.95
Tom Clancy's Splinter Cell: Chaos Theory,PS2,0.95
Sonic Unleashed,X360,0.95
SpongeBob SquarePants: Battle for Bikini Bottom,GC,0.95
PlayStation All-Stars Battle Royale,PS3,0.95
Pro Evolution Soccer 2014,PS3,0.95
Yakuza 4,PS3,0.95
Tom Clancy's Ghost Recon: Future Soldier,PS3,0.95
Kessen,PS2,0.95
Driver: San Francisco,PS3,0.95
Army of Two: The 40th Day,X360,0.95
Lost Planet 2,PS3,0.95
LEGO Pirates of the Caribbean: The Video Game,PS3,0.95
Killzone,PS2,0.94
The SpongeBob SquarePants Movie,GC,0.94
Star Fox 64 3D,3DS,0.94
Castlevania: Lament of Innocence,PS2,0.94
Tom Clancy's Splinter Cell: Blacklist,PS3,0.94
Skylanders: Spyro's Adventure,PS3,0.94
Phantasy Star Portable,PSP,0.94
WWE SmackDown vs. Raw 2009,PS3,0.94
NCAA Football 10,X360,0.94
Brutal Legend,PS3,0.94
Tony Hawk: RIDE,Wii,0.94
Bully,PS2,0.94
Prince of Persia: The Sands of Time,XB,0.94
MLB 06: The Show,PS2,0.94
NHL 2003,PS2,0.93
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,0.93
EA Sports UFC 2,PS4,0.93
The Sims 2,DS,0.93
Tony Hawk's Pro Skater 4,XB,0.93
Dragon Age: Inquisition,XOne,0.93
White Knight Chronicles: International Edition,PS3,0.93
SingStar Abba,PS3,0.93
Kirby: Planet Robobot,3DS,0.93
